"id","stream_name","habitat_value","map_link","image_view_url","pscis_status","barrier_status","barriers_bt_dnstr","bt_network_km","bt_stream_km","bt_lakereservoir_ha","bt_wetland_ha","bt_slopeclass03_waterbodies_km","bt_slopeclass03_km","bt_slopeclass05_km","bt_slopeclass08_km","bt_slopeclass15_km","bt_spawning_km","bt_rearing_km","bt_spawning_belowupstrbarriers_km","bt_rearing_belowupstrbarriers_km","utm_easting","utm_northing","gradient_gis","road_name","outlet_drop","channel_width","assessment_comment","watershed_group_code","geometry"
"1003700010","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_093J.119.pdf","","","POTENTIAL","{}","411.53","344.43","0","0","62.97","59.3","59.19","87.94","125.18","39.16","77.29","15.04","26.53","519142","6053232","0.0034","","","","","CRKD","[object Object]"
"1003700015","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_093J.119.pdf","","","POTENTIAL","{}","19.19","13.74","0","0","4.6","7.09","2.64","2.84","1.4","1.94","3.31","0.19","0.19","517172","6054491","0.0443","","","","","CRKD","[object Object]"
"1003700023","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_093J.118.pdf","","","POTENTIAL","{}","9.07","8.16","0","0","0.91","1.99","0.62","1.22","4.18","0","0.94","0","0.85","510944","6071753","0.0119","","","","","CRKD","[object Object]"
"1003700024","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_093J.118.pdf","","","POTENTIAL","{}","27.89","26.61","0","0","1.23","2.06","4.7","8.11","10.47","2.5","3.95","1.2","2.56","510944","6072479","0.0241","","","","","CRKD","[object Object]"
"1003700033","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_093J.114.pdf","","","POTENTIAL","{}","19.09","18.61","0","0","0.49","7.16","3.7","4.24","3.51","2.9","5.06","0.08","0.08","518950","6049401","0.0091","","","","","CRKD","[object Object]"
"1003700034","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_093J.114.pdf","","","POTENTIAL","{}","7.46","6.75","0","0","0.65","2.2","2.1","2.5","0","0.48","1.22","0.14","0.14","518780","6049013","0","","","","","CRKD","[object Object]"
"1003700069","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_093J.118.pdf","","","POTENTIAL","{}","45.13","41.22","0","0","3.7","25.63","10.79","2.91","1.94","5.42","7.54","5.15","5.91","497931","6058600","0.0133","","","","","CRKD","[object Object]"
"1003700079","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_093J.119.pdf","","","POTENTIAL","{}","2.55","1.47","0","0","1.07","0.33","0.04","0.62","0.48","0","0.58","0","0.58","516048","6055143","0.0013","","","","","CRKD","[object Object]"
"1003700158","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_093J.114.pdf","","","POTENTIAL","{}","7.46","7.46","0","0","0","0.24","2.94","3.67","0.63","0","1.43","0","1.43","514595","6042933","0.0328","","","","","CRKD","[object Object]"
"1003700159","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_093J.114.pdf","","","POTENTIAL","{}","5.7","5.7","0","0","0","0","1.04","4.1","0.56","0","1.11","0","0.07","514552","6042473","0.0333","","","","","CRKD","[object Object]"
"1003700197","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_093J.119.pdf","","","POTENTIAL","{}","4.56","3.43","0","0","1.13","2.71","0.46","0.26","0","0","0.92","0","0.12","514775","6057782","0","","","","","CRKD","[object Object]"
"1003700401","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_093J.118.pdf","","","POTENTIAL","{}","35.58","23.77","0","0","11.67","8.97","4.79","5.55","4.59","1.68","7.85","0.11","0.11","502053","6068062","0.0471","","","","","CRKD","[object Object]"
"1003700554","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_093J.119.pdf","","","POTENTIAL","{}","104.74","92.46","0","0","11.96","35.83","20.27","21","15.09","13.34","24.25","3.38","7.56","514480","6055337","0.0043","","","","","CRKD","[object Object]"
"1003700756","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_093J.114.pdf","","","POTENTIAL","{}","5.38","4.11","0","0","1.21","2.32","0","0.22","1.47","2.08","3.41","0.52","0.52","518495","6043292","0.0222","","","","","CRKD","[object Object]"
"1003700761","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_093J.114.pdf","","","POTENTIAL","{}","127.46","102.17","0","0","24.22","34.19","21.28","19.84","26.02","24.29","44.62","1.84","2.26","517959","6039673","0","","","","","CRKD","[object Object]"
"1003700764","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_093J.114.pdf","","","POTENTIAL","{}","14.07","12.16","0","0","1.91","5.35","3.37","0.94","2.44","4.36","6.97","0.55","1.36","513509","6048906","0.0114","","","","","CRKD","[object Object]"
"1003700783","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_093J.113.pdf","","","POTENTIAL","{}","38.02","30.5","0","0","7.44","10.42","5.72","7.29","6.35","7.35","13.62","0.3","0.3","512459","6047492","0.0231","","","","","CRKD","[object Object]"
"1003700929","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_093J.109.pdf","","","POTENTIAL","{}","232.95","128.68","0","0","103.29","85.99","22.04","12.73","8.25","25.33","98.82","2.89","36.33","521478","6021442","0","","","","","CRKD","[object Object]"
"1003701075","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_093J.114.pdf","","","POTENTIAL","{}","10.75","7.24","0","0","3.23","0.47","5.77","1","0.18","2.23","3.03","2.23","3.03","523702","6043877","0.0547","","","","","CRKD","[object Object]"
"1003701150","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_093J.115.pdf","","","POTENTIAL","{}","60.44","47.81","0","0","12.05","7.4","11.3","6.32","20.42","10.2","23.09","4.35","12.42","544080","6042811","0.0068","","","","","CRKD","[object Object]"
"1003701488","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_093J.114.pdf","","","POTENTIAL","{}","4.5","2.96","0","0","1.44","2.88","0.17","0","0","0.5","1.88","0.16","0.67","518011","6046519","0","","","","","CRKD","[object Object]"
"1003701558","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_093J.119.pdf","","","POTENTIAL","{}","185.1","165.25","0","0","18.9","34.59","31.53","36.02","53.63","20.02","40.99","0.6","0.61","513139","6067042","0.0097","","","","","CRKD","[object Object]"
"1003701847","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_093J.119.pdf","","","POTENTIAL","{}","100.56","81.65","0","0","19.49","27.22","19","16.22","17.96","13.62","28.56","0.03","0.03","514806","6059929","0.0049","","","","","CRKD","[object Object]"
"1003701877","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_093J.114.pdf","","","POTENTIAL","{}","177.44","134.46","0","0","37.6","16.73","28.86","34.78","52.56","19.55","61.27","1.49","1.49","533788","6043313","0.0039","","","","","CRKD","[object Object]"
"1003701948","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_093J.123.pdf","","","POTENTIAL","{}","29.21","28.16","0","0","0.86","4.03","3.44","3.37","14.65","4.06","5.31","0.48","0.49","509650","6074535","0.0408","","","","","CRKD","[object Object]"
"1003702091","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_093J.114.pdf","","","POTENTIAL","{}","13.47","13.22","0","0","0.25","3.49","4.52","1.72","3.49","2.04","4.27","2.04","3.65","525430","6040190","0.0692","","","","","CRKD","[object Object]"
"1003702092","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_093J.114.pdf","","","POTENTIAL","{}","13.32","13.32","0","0","0","0.01","8.86","3.17","1.27","0.57","1.03","0.52","0.71","529456","6042564","0.0583","","","","","CRKD","[object Object]"
"1003702093","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_093J.114.pdf","","","POTENTIAL","{}","5.73","5.73","0","0","0","0","0.77","3.39","1.56","0.77","0.95","0.77","0.95","530883","6041402","0.0468","","","","","CRKD","[object Object]"
"1003702094","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_093J.114.pdf","","","POTENTIAL","{}","4.66","4.52","0","0","0.14","1.93","0.69","1.9","0","0","0.98","0","0.72","529972","6042481","0.0569","","","","","CRKD","[object Object]"
"1003702096","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_093J.114.pdf","","","POTENTIAL","{}","3.06","3.06","0","0","0","0","2.07","0.81","0.19","0","0.76","0","0.76","526746","6042320","0.0277","","","","","CRKD","[object Object]"
"1003702097","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_093J.114.pdf","","","POTENTIAL","{}","2.43","2.43","0","0","0","0.57","0.2","1.01","0.51","0","0.57","0","0.57","538599","6042073","0","","","","","CRKD","[object Object]"
"1003702267","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_093J.108.pdf","","","POTENTIAL","{}","6.99","6.14","0","0","0.78","5.05","0.3","0.35","0.38","0.41","1.25","0.41","1.25","509576","6022486","0.0176","","","","","CRKD","[object Object]"
"1003702269","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_093J.118.pdf","","","POTENTIAL","{}","198.63","164.08","0","0","33.04","68.28","46.54","36.15","13.9","22.74","44.97","0.74","2.89","491217","6053516","0.0012","","","","","CRKD","[object Object]"
"1003702445","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_093J.118.pdf","","","POTENTIAL","{}","107.78","89.54","0","0","17.58","34.1","17.4","21.04","15.91","11.95","22.89","4.51","6.64","494126","6054451","0","","","","","CRKD","[object Object]"
"1003702450","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_093J.118.pdf","","","POTENTIAL","{}","17.54","16.45","0","0","0.8","7.49","4.44","4.14","0.67","0.78","1.66","0.02","0.02","499594","6063840","0.0223","","","","","CRKD","[object Object]"
"1003702614","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_093J.118.pdf","","","POTENTIAL","{}","16.64","16.02","0","0","0.55","6.65","3.36","2.93","2.91","0.88","1.72","0.32","0.47","496810","6054799","0.0195","","","","","CRKD","[object Object]"
"1003702643","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_093J.108.pdf","","","POTENTIAL","{}","46.05","42.12","0","0","3.54","15.76","10.86","13.19","2.49","5.05","10.71","4.87","8.33","509676","6024372","0.0043","","","","","CRKD","[object Object]"
"1003702650","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_093J.108.pdf","","","POTENTIAL","{}","15.53","13.62","0","0","1.9","3.59","6.64","2.29","1.11","3.11","3.76","0.02","0.03","509110","6027557","0.0163","","","","","CRKD","[object Object]"
"1003702657","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_093J.118.pdf","","","POTENTIAL","{}","8.88","8.88","0","0","0","0","0.86","1.58","5.84","0.03","0.71","0.03","0.71","512238","6058185","0.0337","","","","","CRKD","[object Object]"
"1003702660","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_093J.118.pdf","","","POTENTIAL","{}","7.59","3.53","0","0","4","0.67","0.04","0.05","1.21","0.2","1.1","0.2","1.1","511438","6063640","0.0045","","","","","CRKD","[object Object]"
"1003702663","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_093J.118.pdf","","","POTENTIAL","{}","12.44","12.23","0","0","0.21","0.83","0","4.09","4.37","0","0.67","0","0.67","511737","6059317","0.0713","","","","","CRKD","[object Object]"
"1003702696","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_093J.114.pdf","","","POTENTIAL","{}","10.05","10.05","0","0","0","0.51","1.89","2.39","4.74","0.56","2.4","0.56","2.4","533505","6038481","0.035","","","","","CRKD","[object Object]"
"1003702697","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_093J.114.pdf","","","POTENTIAL","{}","4.87","4.87","0","0","0","0.26","2.13","0","2.12","0","1.46","0","0.98","534063","6038611","0.038","","","","","CRKD","[object Object]"
"1003702699","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_093J.114.pdf","","","POTENTIAL","{}","59.08","42.68","0","0","14.6","3.84","10.6","16.86","12.6","5.09","18.14","2.17","6.23","535058","6039053","0.0432","","","","","CRKD","[object Object]"
"1003702816","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_093J.109.pdf","","","POTENTIAL","{}","7.58","6.02","0","0","1.53","3.05","2.13","0.87","0","1.68","4.42","1.68","3.18","521801","6023168","0.0567","","","","","CRKD","[object Object]"
"1003702819","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_093J.114.pdf","","","POTENTIAL","{}","17.35","14.15","0","0","3.11","3.09","4.83","3.2","3.02","1.1","5.74","1.1","3.98","522885","6028814","0.005","","","","","CRKD","[object Object]"
"1003702889","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_093J.118.pdf","","","POTENTIAL","{}","18.49","15.97","0","0","1.84","9.24","4.7","2.21","0.02","1.33","4.39","1.33","3.64","499598","6060449","0.0695","","","","","CRKD","[object Object]"
"1003702959","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_093J.118.pdf","","","POTENTIAL","{}","70.57","54.84","0","0","15.55","41.61","8.67","3.59","1.15","3.57","11.41","1.25","4.16","494179","6055954","0","","","","","CRKD","[object Object]"
"1003702993","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_093J.113.pdf","","","POTENTIAL","{}","75.57","68.86","0","0","5.83","16.94","22.84","15.91","13.18","22.3","27.82","5.94","7.57","512259","6032706","0","","","","","CRKD","[object Object]"
"1003703069","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_093J.114.pdf","","","POTENTIAL","{}","4.46","3.63","0","0","0.82","0.11","0.75","1.15","1.62","0","2.17","0","0.58","532930","6041109","0.0344","","","","","CRKD","[object Object]"
"1003703209","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_093J.114.pdf","","","POTENTIAL","{}","122.88","97.51","0","0","23.98","42.03","30.86","17.83","7.93","18.43","36.35","1.92","5.04","518241","6034397","0.0089","","","","","CRKD","[object Object]"
