rowid,date,pscis_crossing_id,my_crossing_reference,crew_members,utm_zone,easting,northing,stream_name,road_name,road_km_mark,road_tenure,crossing_type,crossing_subtype,diameter_or_span_meters,length_or_width_meters,continuous_embeddedment_yes_no,average_depth_embededdment_meters,resemble_channel_yes_no,backwatered_yes_no,percentage_backwatered,fill_depth_meters,outlet_drop_meters,outlet_pool_depth_0_01m,inlet_drop_yes_no,culvert_slope_percent,downstream_channel_width_meters,stream_slope,beaver_activity_yes_no,fish_observed_yes_no,valley_fill,habitat_value,stream_width_ratio,culvert_length_score,embed_score,outlet_drop_score,culvert_slope_score,stream_width_ratio_score,final_score,barrier_result,crossing_fix,recommended_diameter_or_span_meters,assessment_comment,source,aggregated_crossings_id,time_start,date_time_start,camera_id,site_id
NA,2023-08-25,NA,3700002,NA,10,519645.85732608836,6041053.021973543,Copper creek,Hwy 97,NA,NA,Closed Bottom Structure,Round Culvert,1.18,22,No,NA,No,Yes,100,1.2,0.4,0.6,No,2.5,3.7,2,No,No,Deep Fill,Low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Backwatered. No water in culvert. Some water near inlet and outlet. Stream dewaters downstream again after ~20m.,NA,NA,NA,2023-08-25T11:52:21Z,MateoW,3700002
NA,2023-08-25,NA,3700034,NA,10,518793.7291366371,6049041.412168843,Tributary to crooked river,Hwy 97,NA,NA,Closed Bottom Structure,Round Culvert,0.7,20,Yes,0.37,Yes,Yes,80,0.5,0,0.5,No,1,3.1,2,No,No,Deep Fill,Low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Grate on inlet. Backwatered and big wetland area upstream. Difficult to determine where stream Is, width and gradient estimated. ",NA,NA,NA,2023-08-25T12:41:10Z,MateoW,3700034
NA,2023-08-25,NA,3700010,NA,10,519142.9269448831,6053231.2557512075,Red rocky creek,Hwy 97,NA,NA,Closed Bottom Structure,Pipe Arch,3.5,25,Yes,0.6,Yes,Yes,25,2.5,0,4,No,1,5.2,1,Yes,Yes,Deep Fill,Medium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Enormous outlet pool indicating culvert may be undersized. Numerous fish spotted in outlet pool and inlet side. Debris jams covering entire stream channel at inlet and at outlet of outlet pool. Pool very deep, depth estimated.",NA,NA,NA,2023-08-25T13:35:05Z,MateoW,3700010
NA,2023-08-25,NA,3700015,NA,10,517177.12739613414,6054489.518860764,Tributary to crooked river,Hwy 97,NA,NA,Closed Bottom Structure,Round Culvert,0.6,22,No,NA,No,No,NA,2.5,0.3,0.1,No,3,1.1,4,No,No,Deep Fill,Low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Very little flow through culvert. Overgrown channel. Very little water in stream. Not likely fish bearing.,NA,NA,NA,2023-08-25T14:05:09Z,MateoW,3700015
NA,2023-08-25,NA,3701558,NA,10,513143.8107463855,6067047.537390843,Altezega Creek,Hwy 97,NA,NA,Closed Bottom Structure,Oval Culvert,4.2,26,No,NA,No,No,NA,1.5,0.3,0.4,No,0,3.5,1,No,Yes,Deep Fill,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fish spotted in culvert and near inlet. Some substrate and cobbles in pipe. ,NA,NA,NA,2023-08-25T14:47:11Z,MateoW,3701558
NA,2023-08-25,NA,3702598,NA,10,513534.4797061888,6067127.511878746,Altezega Creek,Unknown,NA,NA,Other,Ford,NA,NA,No,NA,No,No,NA,NA,NA,NA,No,NA,NA,NA,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High habitat quality. Old quad trail. Small trib flowing into creek from one side.,NA,NA,NA,2023-08-25T15:08:17Z,MateoW,3702598
NA,2023-08-25,NA,2200002,NA,10,497867.1889057173,6093686.558523521, Tributary to McLeod lake, Highway 97,NA,MoTi,Closed Bottom Structure,Round Culvert,1.2,60,No,NA,No,No,NA,9,0.65,1,No,0.5,3,0.5,No,No,Deep Fill,Medium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stream is located between McLeod Lake Store on Highway and Tse”Khene food and fuel entrance. Most of the watershed drains reservation land. Could potentially be backwatered as an interim solution.   Channell with estimated upstream in wetland type habitat so difficult to tell.  ,NA,NA,NA,2023-08-25T12:31:49Z,newgraph_airvine,2200002
NA,2023-08-25,NA,2200779,NA,10,500614.78474495094,6089785.781285751,Tsatchuka Creek,Highway 97,NA,MoTi,Closed Bottom Structure,Round Culvert,2.5,34,No,NA,No,No,NA,2,0,1,Yes,0.5,4,0.5,Yes,No,Deep Fill,Medium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Grate on inlet and beaver influenced wetland upstream.  Inlet blocked by beaver debris with beaver trap on inlet.  Potentially good candidate for leveler to maintain beaver activity without attempting to remove the animals.,NA,NA,NA,2023-08-25T13:04:57Z,newgraph_airvine,2200779
NA,2023-08-25,NA,2200604,NA,10,502003.22196936974,6087766.490714658, Tributary to Mcloed Lake, Highway 97,NA, MOTI,Closed Bottom Structure,Round Culvert,1.2,50,No,NA,No,No,NA,6,0.8,0.6,Yes,1,1.9,3,Yes,No,Deep Fill,Medium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Abundant gravels, suitable for spawning upstream. Although flows are minimal, the streams does still have water.  Models having over 3 km of habitat upstream below 5%. Although no fish are recorded as present upstream it seems highly likely that this would be a fish fan stream. If the cover it was not there. Outlet drop is 80cm.  Steep section of pipe at the inlet recorded as inlet drop.               ",NA,NA,NA,2023-08-25T13:40:04Z,newgraph_airvine,2200604
NA,2023-08-25,NA,2200026,NA,10,503356.4178865827,6085973.873118217, Tributary  to McLeod Lake, Highway 97,NA, MOTI,Closed Bottom Structure,Round Culvert,0.9,40,No,NA,No,No,NA,5,0.4,1.3,No,3,3.3,4,Yes,No,Deep Fill,Medium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Discovered is extremely under sized. Nice stream with pockets of gravel and good flow upstream. Rainbow known in the system. Culvert is literally unravelling at the downstream and with a very large outlet pool. Beaver activity noted downstream. Seems very unlikely that any fish passed through that pipe.          ,NA,NA,NA,2023-08-25T14:23:42Z,newgraph_airvine,2200026
NA,2023-08-25,NA,2200119,NA,10,503934.25831870525,6084297.123612884,Whiskers Creek,Campground ,NA,MoE,Open Bottom Structure,Bridge,6,7.5,No,NA,No,No,NA,NA,NA,NA,No,NA,NA,NA,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nice little campground bridge          ,NA,NA,NA,2023-08-25T15:20:36Z,newgraph_airvine,2200119
NA,2023-08-25,NA,2200114,NA,10,503758.4216317237,6084286.483667241, Whiskers Creek, Campground Road,NA, MOE,Open Bottom Structure,Bridge,6,7,No,NA,No,No,NA,NA,NA,NA,No,NA,NA,NA,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,There are four bridges in total within 200m          With 2 inventoried. Other two bridges should be added to bcfishpass.          ,NA,NA,NA,2023-08-25T15:32:10Z,newgraph_airvine,2200114
NA,2023-08-25,NA,2200014,NA,10,504410.8312120783,6084420.211716969, Whiskers Creek, Highway 97,NA, MOTI,Closed Bottom Structure,Round Culvert,2.5,35,No,NA,No,No,NA,5,0,1.5,No,2,7,0,Yes,Yes,Deep Fill,Medium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Beaver activity downstream with extensive beaver influence wetlands upstream. 1 1/2 m high blockage at the inlet to to beaver activity. Stream with difficult to estimate due to wetland nature of habitat upstream. This is the first road stream crossing on this stream to be an issue as all downstream, crossings or bridges within whiskers point provincial park campground.          ",NA,NA,NA,2023-08-25T16:05:30Z,newgraph_airvine,2200014
NA,2023-08-26,NA,3702044,MW,10,524200.20420063933,6015297.509907072,Miller Creek,Hwy 97,NA,NA,Closed Bottom Structure,Round Culvert,1.2,30,Yes,0.9,Yes,Yes,100,5,0,1.6,No,2,2.1,2,Yes,No,Deep Fill,Low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Culvert is fully submerged on outlet side. No stream found beyond outlet pool. Big wetland complex on upstream side. No defined channel. Stream slope, channel width, and culvert slope were estimated. ",NA,NA,NA,2023-08-26T11:04:17Z,MateoW,3702044
NA,2023-08-26,NA,3701553,MW,10,524034.6765323545,6015621.272586518,Miller Creek,Summit Lake Rd,NA,NA,Closed Bottom Structure,Round Culvert,0.8,12,No,NA,No,Yes,80,1.5,0,0.6,No,2.5,2.4,2,No,No,Deep Fill,Low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Beaver grate on inlet side. Big wetland area upstream, backwaters, and no defined stream channel. Some flow downstream. Very little flow through pipe. ",NA,NA,NA,2023-08-26T11:56:39Z,MateoW,3701553
NA,2023-08-26,NA,3701554,MW,10,524471.688003731,6017849.930531198,O'Dell Creek,Hwy 97,NA,NA,Closed Bottom Structure,Round Culvert,1.9,26,No,NA,No,Yes,100,3,0,0.8,No,4,1.9,1.5,Yes,No,Deep Fill,Medium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Debris jam at inlet creating small drop. Large wetland area upstream and downstream. No well defined channel. ,NA,NA,NA,2023-08-26T12:35:23Z,MateoW,3701554
NA,2023-08-26,NA,3702078,MW,10,522732.5192328676,6018668.058805325,Neilson Creek,Caine Creek FSR,NA,NA,Open Bottom Structure,Bridge,15,3,No,NA,No,No,NA,NA,NA,NA,No,NA,NA,NA,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-26T13:08:06Z,MateoW,3702078
NA,2023-08-26,NA,3702075,MW,10,522184.67275198613,6020097.043783413,Witters Creek,Caine Creek FSR,NA,NA,Closed Bottom Structure,Round Culvert,0.8,12,No,NA,No,Yes,50,0.3,0.2,0.3,No,0,2,2,No,No,Deep Fill,Medium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Culvert in very bad condition. Debris jam blocking inlet. Stream habitat ok, some deep pools and abundant riparian vegetation. ",NA,NA,NA,2023-08-26T13:51:42Z,MateoW,3702075
NA,2023-08-26,NA,3700005,MW,10,522683.9221993499,6022233.0128139425,Witters Creek,Hwy 97,NA,NA,Closed Bottom Structure,Round Culvert,0.75,23,No,NA,No,No,NA,1,0,0,No,4,2.3,2,No,No,Deep Fill,Low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No visible channel upstream. Very little flow through culvert. Some water and cobbles at outlet. ,NA,NA,NA,2023-08-26T14:42:45Z,MateoW,3700005
NA,2023-08-26,NA,3703410,MW,10,522653.5641732699,6022232.4530630205,Witters Creek,Railway,NA,NA,Closed Bottom Structure,Round Culvert,0.6,17,No,NA,No,No,NA,2,0.1,0.4,No,1,1.9,1.5,No,No,Deep Fill,Low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Small amount of water in pipe. Channel is overgrown downstream. Almost no flow in stream.,NA,NA,NA,2023-08-26T15:01:34Z,MateoW,3703410
NA,2023-08-26,NA,3700003,MW,10,523141.3633116748,6019902.885041865,Neilson Creek,Hwy 97,NA,NA,Closed Bottom Structure,Round Culvert,1.1,26,Yes,0.6,Yes,Yes,100,3.5,0,0.6,No,1.5,2.3,1.5,No,No,Deep Fill,Low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wetland habitat, no flow. No culvert found south where modelled crossing is supposed to be on map.",NA,NA,NA,2023-08-26T15:40:25Z,MateoW,3700003
NA,2023-08-26,NA,3703324,MW,10,519257.54505712487,6038651.162528094,Tributary to Crooked River,Davie-Bear Lake FSR,NA,NA,Open Bottom Structure,Bridge,3.5,7,No,NA,No,No,NA,NA,NA,NA,No,NA,NA,NA,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Looks like good habitat downstream. Wetland upstream.,NA,NA,NA,2023-08-26T16:24:42Z,MateoW,3703324
NA,2023-08-26,NA,3700007,MW,10,520696.1487718986,6037969.676074854,Tributary to Crooked River,Hwy 97,NA,NA,Closed Bottom Structure,Round Culvert,1.7,22,No,NA,No,Yes,100,4,0,0.4,No,2.5,1.7,1,No,No,Deep Fill,Low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Two pipes. Added 2 diameters. Big wetland upstream and downstream. No well defined channel.,NA,NA,NA,2023-08-26T16:47:59Z,MateoW,3700007
NA,2023-08-26,NA,3700006,MW,10,523556.5724397928,6024871.571446406,Tributary to Crooked River,Hwy 97,NA,NA,Closed Bottom Structure,Round Culvert,1.2,18,No,NA,No,No,NA,1,0,0.8,No,0.5,3.4,1,No,No,Deep Fill,Low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Backwatered, wetland downstream. Culvert is rusted.",NA,NA,NA,2023-08-26T17:17:30Z,MateoW,3700006
NA,2023-08-26,NA,3700019,AI,10,514827.2348026614,6059932.498898566, Tributary to Kari Lake, Highway 97,NA,MOTI          ,Closed Bottom Structure,Round Culvert,1.8,36,No,0.3,No,Yes,100,3,0,0.4,Yes,0.5,5,1,Yes,No,Deep Fill,Medium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100% back watered culvert with lots of beaver activity and wetland area upstream. In the drop is created by beaver generated shrub material so back watering is happening however, there is a step of approximately 0.6 m at the top end of the pipe. Black algae throughout channel downstream.  Downstream channel appears to potentially be constructed of rock at approximately 3.8 m wide before entering more Beaverdam influence wetland habitat.          ",NA,NA,NA,2023-08-26T12:08:15Z,newgraph_airvine,3700019
NA,2023-08-26,NA,3701847,AI,10,514810.1287857064,6059906.478938046, Tributary to Kerry Lake, Pipeline ,NA,Pipeline          ,Other,Ford,3.8,8,No,NA,No,No,NA,NA,NA,NA,No,NA,NA,NA,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Armoured Ford on pipeline. Immediately downstream of highway.          ,NA,NA,NA,2023-08-26T12:36:50Z,newgraph_airvine,3701847
NA,2023-08-26,NA,3700023,AI,10,510940.2570704113,6071748.080388057, Tributary to crooked River, Highway 97,NA,  MOTI,Closed Bottom Structure,Round Culvert,0.5,30,Yes,0.1,Yes,Yes,100,4.5,0,0.5,Yes,0.5,4,0,Yes,No,Deep Fill,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.5 m pipe is stuffed inside of the sleeve of a larger older pipe. Beaver trap located at inlet. Burbot have been observed upstream in the past inlet almost completely blocked by beaver debris, as well as human placed sticks and beaver trap significant road prism erosion on upstream side of pipe as well as immediately adjacent to outlet.          ",NA,NA,NA,2023-08-26T13:05:45Z,newgraph_airvine,3700023
NA,2023-08-26,NA,3700024,AI,10,510950.2699702871,6072478.815349046,42 Mile Creek, Highway 97,NA, MOTI,Closed Bottom Structure,Round Culvert,2,26,Yes,0.25,Yes,Yes,100,1.5,0,0.3,No,0.5,2.5,1.5,No,No,Deep Fill,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nice stream with good flow and abundant gravel suitably sized responding some on it. Culvert is 100% backordered and fully embedded. It appears as though there have been some very high flow events that are most significant amounts of travel, substrate, upstream and downstream. See photos. Channell seems overly straight and deep so suspect machine work has been done to dredge out the pricing, upstream and downstream.                   ",NA,NA,NA,2023-08-26T13:37:33Z,newgraph_airvine,3700024
NA,2023-08-26,NA,3701948,AI,10,509646.196263646,6074530.730176418, Tributary to crooked River, Highway  97,NA, MOTI,Closed Bottom Structure,Round Culvert,1.5,52,No,NA,No,No,NA,10,0.5,0,No,1,3.9,3,Yes,No,Deep Fill,Low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Newly installed horizontally drilled culvert. Stream dry at the time of assessment. Partially vegetated channel upstream, and downstream indicates that the system has not flowed heavily perennially for some time. Wetland type habitat upstream with nice gravels and classic stream character downstream.  Baffles installed within the pipe.",NA,NA,NA,2023-08-26T14:12:18Z,newgraph_airvine,3701948
NA,2023-08-26,NA,2200009,AI,10,506473.83245198167,6080568.32925008, Tributary to McLeod Lake, Highway 97,NA, MOTI,Closed Bottom Structure,Round Culvert,1.2,30,Yes,0.1,Yes,Yes,100,1.2,0,1,No,2.5,4.1,2.5,Yes,No,Deep Fill,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very nice stream with good flows an appointment gravel. Healthy riparian with evidence of beaver activity, including dam, approximately 5 m downstream of outlet which has back, watered the entire structure, including the outlet of the pipe, which is approximately 10 cm below the surface. It appears as though the crossing has been dredged with a machine recently, both upstream and downstream to deal with substrate deposition.                   ",NA,NA,NA,2023-08-26T15:14:21Z,NA,2200009
NA,2023-08-26,NA,2200012,AI,10,505028.9870691877,6083597.000694267, Tributary to McLeod lake, Highway 97,NA, MOTI,Closed Bottom Structure,Round Culvert,0.9,55,No,NA,No,No,NA,8,0.6,0.1,No,0,2.5,3,No,No,Deep Fill,Low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Small stream with extremely long pipe. In very bad shape. End of pipe is unravelling with evidence of machine work at the outlet. Grate on inlet is off of pipe. Appears there has been dredging both upstream and downstream. Large area of clear-cut land upstream.
",NA,NA,NA,2023-08-26T15:50:45Z,NA,2200012
NA,2023-08-26,NA,3702657,AI,10,512259.62264928693,6058146.6589514995, Tributary to Kerry Lake,Kerry FSR,NA,NA,Closed Bottom Structure,Round Culvert,0.7,13.5,No,NA,No,No,NA,0.5,0.3,0,No,3,1,5,No,No,Deep Fill,Low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, Unlikely a fish stream. Dry at the time of assessment.,NA,NA,NA,2023-08-26T17:02:49Z,NA,3702657
NA,2023-08-26,NA,3702663,AI,10,511738.768841417,6059302.889599791, Tributary to Kerry Lake,Carrie FSR          ,7.1,NA,Closed Bottom Structure,Round Culvert,1.2,17,No,NA,No,No,NA,4,0.3,1,No,3,3.6,4,No,No,Deep Fill,Medium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nice little stream with decent flow for this time of year. Pockets of gravel throughout and healthy shrub and mixed riparian. Fish presence unknown, but seems likely due to proximity to Kerry lake with low gradients          ",NA,NA,NA,2023-08-26T17:14:13Z,NA,3702663
NA,2023-08-26,NA,3702665,AI,10,511840.7780184999,6060224.961376021, Tributary to Kerry Lake,Kerry FSR          ,NA,NA,Closed Bottom Structure,Round Culvert,1.2,20,No,NA,No,No,NA,2,1,0.7,Yes,3,3.5,3.5,No,No,Deep Fill,Low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stream dry at time of survey. Appears to be a fairly large system with abundant travels present throughout. Estimated  2 to 300 m of lower gradient habitat upstream that could be useful for downstream populations in the spring.     Huge outlet drop and very large dry pool indicating pipe is undersized.,NA,NA,NA,2023-08-26T17:40:54Z,NA,3702665
NA,2023-08-29,NA,3703459,MW,10,513782.7575630987,6067300.612055983,Tributary to Altezega Creek,Firth Lake FSR,NA,NA,Closed Bottom Structure,Round Culvert,0.75,12,No,NA,No,No,NA,1.5,0,0.7,Yes,2,2.2,2,No,Yes,Deep Fill,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High habitat value upstream. Many fish spotted in outlet pool. Trib to big system. Culvert old and not in great shape. Needs to be replaced.,NA,NA,NA,2023-08-29T08:57:52Z,MateoW,3703459
NA,2023-08-29,NA,2023082901,AI,10,513128.0047335446,6067172.552227277,Tributary to Altezega Creek,Firth Lake FSR,NA,NA,Open Bottom Structure,Bridge,15,5,No,NA,No,No,NA,NA,NA,NA,No,NA,NA,NA,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bridge over wetland drainage area. Channel dry at time of assessment. Not a mapped stream but a wetland area upstream of the highway.          ,NA,NA,NA,2023-08-29T08:39:05Z,newgraph_airvine,2023082901
NA,2023-08-30,NA,3702446,MW Madi,10,497845.7118532117,6060884.291706075,Tributary Weedon Lake,Davie-weedon lake FSR,NA,NA,Closed Bottom Structure,Round Culvert,0.6,15,No,NA,No,No,NA,2.5,0.5,0,Yes,6,NA,0,No,No,Deep Fill,Low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No clear defined channel. Gradient and channel width could not be determined. Dewatered stream. Small, old culvert.",NA,NA,NA,2023-08-30T13:07:58Z,MateoW,3702446
NA,2023-08-30,NA,3702959,MW Madi,10,494175.8053731395,6055953.31617106,Tributary to Weedon Creek,Davie-weedon lake FSR,NA,NA,Closed Bottom Structure,Round Culvert,1.5,12,No,NA,No,No,NA,0.5,0,1,No,1,3.4,1,Yes,No,Deep Fill,Medium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Big beaver dam directly on inlet side. Wetland downstream.,NA,NA,NA,2023-08-30T14:07:02Z,MateoW,3702959
NA,2023-08-30,NA,3702445,MW Madi,10,494123.58235798136,6054452.393203009,Tributary to Weedon Lake,Davie-weedon Lake FSR,NA,NA,Closed Bottom Structure,Round Culvert,3.5,25,No,NA,No,No,NA,1,0.5,0.4,No,2.5,3.5,1.5,Yes,No,Deep Fill,Medium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Two culverts of equal length. Debris blockage on inlet side of both pipes. Some flow through culvert. Right culvert is caved in near inlet.,NA,NA,NA,2023-08-30T14:48:50Z,MateoW,3702445
NA,2023-08-30,NA,3703222,NA,10,516272.8204851352,6039291.472080597,Tributary to Davie Lake,Davie Lake FSR,NA,NA,Closed Bottom Structure,Round Culvert,0.6,15,No,NA,No,No,NA,2,0.6,0.4,No,3,2.3,3.5,No,No,Deep Fill,Medium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Big outlet drop with big outlet pool.,NA,NA,NA,2023-08-30T16:40:11Z,MateoW,3703222
