rowid,date,pscis_crossing_id,my_crossing_reference,crew_members,utm_zone,easting,northing,stream_name,road_name,road_km_mark,road_tenure,crossing_type,crossing_subtype,diameter_or_span_meters,length_or_width_meters,continuous_embeddedment_yes_no,average_depth_embededdment_meters,resemble_channel_yes_no,backwatered_yes_no,percentage_backwatered,fill_depth_meters,outlet_drop_meters,outlet_pool_depth_0_01m,inlet_drop_yes_no,culvert_slope_percent,downstream_channel_width_meters,stream_slope,beaver_activity_yes_no,fish_observed_yes_no,valley_fill,habitat_value,crossing_fix,recommended_diameter_or_span_meters,assessment_comment,source,aggregated_crossings_id,time_start,date_time_start,camera_id,site_id
,2023-08-25,,3700034,MW,10,518793.7291366371,6049041.412168843,Tributary to Crooked River,Highway 97,,,Closed Bottom Structure,Round Culvert,0.7,20,Yes,0.37,Yes,Yes,80,0.5,0,0.5,No,1,3.1,2,No,No,Deep Fill,Low,,,"Grate on inlet. Backwatered and big wetland area upstream. Difficult to determine where stream Is, width and gradient estimated. ",,,,2023-08-25T12:41:10Z,MateoW,3700034
,2023-08-25,,3700010,MW,10,519142.9269448831,6053231.2557512075,Red Rocky Creek,Highway 97,,,Closed Bottom Structure,Pipe Arch,3.5,25,Yes,0.6,Yes,Yes,25,2.5,0,4,No,1,5.2,1,Yes,Yes,Deep Fill,Medium,,,"Enormous outlet pool indicating culvert may be undersized. Numerous fish spotted in outlet pool and inlet side. Debris jams covering entire stream channel at inlet and at outlet of outlet pool. Pool very deep, depth estimated.",,,,2023-08-25T13:35:05Z,MateoW,3700010
,2023-08-25,,3700015,MW,10,517177.12739613414,6054489.518860764,Tributary to Crooked River,Highway 97,,,Closed Bottom Structure,Round Culvert,0.6,22,No,,No,No,,2.5,0.3,0.1,No,3,1.1,4,No,No,Deep Fill,Low,,,Very little flow through culvert. Overgrown channel. Very little water in stream. Not likely fish bearing.,,,,2023-08-25T14:05:09Z,MateoW,3700015
,2023-08-25,,3701558,MW,10,513143.8107463855,6067047.537390843,Altezega Creek,Highway 97,,,Closed Bottom Structure,Oval Culvert,4.2,26,No,,No,No,,1.5,0.3,0.4,No,0,3.5,1,No,Yes,Deep Fill,High,,,Fish spotted in culvert and near inlet. Some substrate and cobbles in pipe. ,,,,2023-08-25T14:47:11Z,MateoW,3701558
,2023-08-25,,3702598,MW,10,513534.4797061888,6067127.511878746,Altezega Creek,Unknown,,,Other,Ford,,,No,,No,No,,,,,No,,,,No,No,,,,,High habitat quality. Old quad trail. Small trib flowing into creek from one side.,,,,2023-08-25T15:08:17Z,MateoW,3702598
,2023-08-25,,2200002,AI,10,497867.1889057173,6093686.558523521,Tributary to McLeod lake,Highway 97,,MoTi,Closed Bottom Structure,Round Culvert,1.2,60,No,,No,No,,9,0.65,1,No,0.5,3,0.5,No,No,Deep Fill,Medium,,,Stream is located between McLeod Lake Store on Highway and Tse”Khene food and fuel entrance. Most of the watershed drains reservation land. Could potentially be backwatered as an interim solution.   Channell with estimated upstream in wetland type habitat so difficult to tell.  ,,,,2023-08-25T12:31:49Z,newgraph_airvine,2200002
,2023-08-25,,2200779,AI,10,500614.78474495094,6089785.781285751,Tsatchuka Creek,Highway 97,,MoTi,Closed Bottom Structure,Round Culvert,2.5,34,No,,No,No,,2,0,1,Yes,0.5,4,0.5,Yes,No,Deep Fill,Medium,,,Grate on inlet and beaver influenced wetland upstream.  Inlet blocked by beaver debris with beaver trap on inlet.  Potentially good candidate for leveler to maintain beaver activity without attempting to remove the animals.,,,,2023-08-25T13:04:57Z,newgraph_airvine,2200779
,2023-08-25,,2200604,AI,10,502003.22196936974,6087766.490714658,Tributary to McLeod Lake,Highway 97,, MOTI,Closed Bottom Structure,Round Culvert,1.2,50,No,,No,No,,6,0.8,0.6,Yes,1,1.9,3,Yes,No,Deep Fill,Medium,,,"Abundant gravels, suitable for spawning upstream. Although flows are minimal, the streams does still have water.  Models having over 3 km of habitat upstream below 5%. Although no fish are recorded as present upstream it seems highly likely that this would be a fish fan stream. If the cover it was not there. Outlet drop is 80cm.  Steep section of pipe at the inlet recorded as inlet drop.               ",,,,2023-08-25T13:40:04Z,newgraph_airvine,2200604
,2023-08-25,,2200026,AI,10,503356.4178865827,6085973.873118217,Tributary  to McLeod Lake,Highway 97,, MOTI,Closed Bottom Structure,Round Culvert,0.9,40,No,,No,No,,5,0.4,1.3,No,3,3.3,4,Yes,No,Deep Fill,Medium,,,Discovered is extremely under sized. Nice stream with pockets of gravel and good flow upstream. Rainbow known in the system. Culvert is literally unravelling at the downstream and with a very large outlet pool. Beaver activity noted downstream. Seems very unlikely that any fish passed through that pipe.          ,,,,2023-08-25T14:23:42Z,newgraph_airvine,2200026
,2023-08-25,,2200119,AI,10,503934.25831870525,6084297.123612884,Whiskers Creek,Campground ,,MoE,Open Bottom Structure,Bridge,6,7.5,No,,No,No,,,,,No,,,,No,No,,,,,Nice little campground bridge          ,,,,2023-08-25T15:20:36Z,newgraph_airvine,2200119
,2023-08-25,,2200114,AI,10,503758.4216317237,6084286.483667241,Whiskers Creek,Campground Road,, MOE,Open Bottom Structure,Bridge,6,7,No,,No,No,,,,,No,,,,No,No,,,,,There are four bridges in total within 200m          With 2 inventoried. Other two bridges should be added to bcfishpass.          ,,,,2023-08-25T15:32:10Z,newgraph_airvine,2200114
,2023-08-25,,2200014,AI,10,504410.8312120783,6084420.211716969,Whiskers Creek,Highway 97,, MOTI,Closed Bottom Structure,Round Culvert,2.5,35,No,,No,No,,5,0,1.5,No,2,7,0,Yes,Yes,Deep Fill,Medium,,,"Beaver activity downstream with extensive beaver influence wetlands upstream. 1 1/2 m high blockage at the inlet to to beaver activity. Stream with difficult to estimate due to wetland nature of habitat upstream. This is the first road stream crossing on this stream to be an issue as all downstream, crossings or bridges within whiskers point provincial park campground.          ",,,,2023-08-25T16:05:30Z,newgraph_airvine,2200014
,2023-08-26,,3702044,MW,10,524200.20420063933,6015297.509907072,Miller Creek,Highway 97,,,Closed Bottom Structure,Round Culvert,1.2,30,Yes,0.9,Yes,Yes,100,5,0,1.6,No,2,2.1,2,Yes,No,Deep Fill,Low,,,"Culvert is fully submerged on outlet side. No stream found beyond outlet pool. Big wetland complex on upstream side. No defined channel. Stream slope, channel width, and culvert slope were estimated. ",,,,2023-08-26T11:04:17Z,MateoW,3702044
,2023-08-26,,3701553,MW,10,524034.6765323545,6015621.272586518,Miller Creek,Summit Lake Rd,,,Closed Bottom Structure,Round Culvert,0.8,12,No,,No,Yes,80,1.5,0,0.6,No,2.5,2.4,2,No,No,Deep Fill,Low,,,"Beaver grate on inlet side. Big wetland area upstream, backwaters, and no defined stream channel. Some flow downstream. Very little flow through pipe. ",,,,2023-08-26T11:56:39Z,MateoW,3701553
,2023-08-26,,3701554,MW,10,524471.688003731,6017849.930531198,O'Dell Creek,Highway 97,,,Closed Bottom Structure,Round Culvert,1.9,26,No,,No,Yes,100,3,0,0.8,No,4,1.9,1.5,Yes,No,Deep Fill,Medium,,,Debris jam at inlet creating small drop. Large wetland area upstream and downstream. No well defined channel. ,,,,2023-08-26T12:35:23Z,MateoW,3701554
,2023-08-26,,3702078,MW,10,522732.5192328676,6018668.058805325,Neilson Creek,Caine Creek FSR,,,Open Bottom Structure,Bridge,15,3,No,,No,No,,,,,No,,,,No,No,,,,,,,,,2023-08-26T13:08:06Z,MateoW,3702078
,2023-08-26,,3702075,MW,10,522184.67275198613,6020097.043783413,Witters Creek,Caine Creek FSR,,,Closed Bottom Structure,Round Culvert,0.8,12,No,,No,Yes,50,0.3,0.2,0.3,No,0,2,2,No,No,Deep Fill,Medium,,,"Culvert in very bad condition. Debris jam blocking inlet. Stream habitat ok, some deep pools and abundant riparian vegetation. ",,,,2023-08-26T13:51:42Z,MateoW,3702075
,2023-08-26,,3700005,MW,10,522683.9221993499,6022233.0128139425,Witters Creek,Highway 97,,,Closed Bottom Structure,Round Culvert,0.75,23,No,,No,No,,1,0,0,No,4,2.3,2,No,No,Deep Fill,Low,,,No visible channel upstream. Very little flow through culvert. Some water and cobbles at outlet. ,,,,2023-08-26T14:42:45Z,MateoW,3700005
,2023-08-26,,3703410,MW,10,522653.5641732699,6022232.4530630205,Witters Creek,Railway,,,Closed Bottom Structure,Round Culvert,0.6,17,No,,No,No,,2,0.1,0.4,No,1,1.9,1.5,No,No,Deep Fill,Low,,,Small amount of water in pipe. Channel is overgrown downstream. Almost no flow in stream.,,,,2023-08-26T15:01:34Z,MateoW,3703410
,2023-08-26,,3700003,MW,10,523141.3633116748,6019902.885041865,Neilson Creek,Highway 97,,,Closed Bottom Structure,Round Culvert,1.1,26,Yes,0.6,Yes,Yes,100,3.5,0,0.6,No,1.5,2.3,1.5,No,No,Deep Fill,Low,,,"Wetland habitat, no flow. No culvert found south where modelled crossing is supposed to be on map.",,,,2023-08-26T15:40:25Z,MateoW,3700003
,2023-08-26,,3703324,MW,10,519257.54505712487,6038651.162528094,Tributary to Crooked River,Davie-Bear Lake FSR,,,Open Bottom Structure,Bridge,3.5,7,No,,No,No,,,,,No,,,,No,No,,,,,Looks like good habitat downstream. Wetland upstream.,,,,2023-08-26T16:24:42Z,MateoW,3703324
,2023-08-26,,3700007,MW,10,520696.1487718986,6037969.676074854,Tributary to Crooked River,Highway 97,,,Closed Bottom Structure,Round Culvert,1.7,22,No,,No,Yes,100,4,0,0.4,No,2.5,1.7,1,No,No,Deep Fill,Low,,,Two pipes. Added 2 diameters. Big wetland upstream and downstream. No well defined channel.,,,,2023-08-26T16:47:59Z,MateoW,3700007
,2023-08-26,,3700006,MW,10,523556.5724397928,6024871.571446406,Tributary to Crooked River,Highway 97,,,Closed Bottom Structure,Round Culvert,1.2,18,No,,No,No,,1,0,0.8,No,0.5,3.4,1,No,No,Deep Fill,Low,,,"Backwatered, wetland downstream. Culvert is rusted.",,,,2023-08-26T17:17:30Z,MateoW,3700006
,2023-08-26,,3700019,AI,10,514827.2348026614,6059932.498898566,Tributary to Kari Lake,Highway 97,,MOTI          ,Closed Bottom Structure,Round Culvert,1.8,36,No,0.3,No,Yes,100,3,0,0.4,Yes,0.5,5,1,Yes,No,Deep Fill,Medium,,,"100% back watered culvert with lots of beaver activity and wetland area upstream. In the drop is created by beaver generated shrub material so back watering is happening however, there is a step of approximately 0.6 m at the top end of the pipe. Black algae throughout channel downstream.  Downstream channel appears to potentially be constructed of rock at approximately 3.8 m wide before entering more Beaverdam influence wetland habitat.          ",,,,2023-08-26T12:08:15Z,newgraph_airvine,3700019
,2023-08-26,,3701847,AI,10,514810.1287857064,6059906.478938046,Tributary to Kerry Lake,Pipeline ,,Pipeline          ,Other,Ford,3.8,8,No,,No,No,,,,,No,,,,No,No,,,,,Armoured Ford on pipeline. Immediately downstream of highway.          ,,,,2023-08-26T12:36:50Z,newgraph_airvine,3701847
,2023-08-26,,3700023,AI,10,510940.2570704113,6071748.080388057,Tributary to Crooked River,Highway 97,,  MOTI,Closed Bottom Structure,Round Culvert,0.5,30,Yes,0.1,Yes,Yes,100,4.5,0,0.5,Yes,0.5,4,0,Yes,No,Deep Fill,High,,," 0.5 m pipe is stuffed inside of the sleeve of a larger older pipe. Beaver trap located at inlet. Burbot have been observed upstream in the past inlet almost completely blocked by beaver debris, as well as human placed sticks and beaver trap significant road prism erosion on upstream side of pipe as well as immediately adjacent to outlet.          ",,,,2023-08-26T13:05:45Z,newgraph_airvine,3700023
,2023-08-26,,3700024,AI,10,510950.2699702871,6072478.815349046,42 Mile Creek,Highway 97,, MOTI,Closed Bottom Structure,Round Culvert,2,26,Yes,0.25,Yes,Yes,100,1.5,0,0.3,No,0.5,2.5,1.5,No,No,Deep Fill,High,,,"Nice stream with good flow and abundant gravel suitably sized responding some on it. Culvert is 100% backordered and fully embedded. It appears as though there have been some very high flow events that are most significant amounts of travel, substrate, upstream and downstream. See photos. Channell seems overly straight and deep so suspect machine work has been done to dredge out the pricing, upstream and downstream.                   ",,,,2023-08-26T13:37:33Z,newgraph_airvine,3700024
,2023-08-26,,3701948,AI,10,509646.196263646,6074530.730176418,Tributary to Crooked River,Highway  97,, MOTI,Closed Bottom Structure,Round Culvert,1.5,52,No,,No,No,,10,0.5,0,No,1,3.9,3,Yes,No,Deep Fill,Low,,,"Newly installed horizontally drilled culvert. Stream dry at the time of assessment. Partially vegetated channel upstream, and downstream indicates that the system has not flowed heavily perennially for some time. Wetland type habitat upstream with nice gravels and classic stream character downstream.  Baffles installed within the pipe.",,,,2023-08-26T14:12:18Z,newgraph_airvine,3701948
,2023-08-26,,2200009,AI,10,506473.83245198167,6080568.32925008,Tributary to McLeod Lake,Highway 97,, MOTI,Closed Bottom Structure,Round Culvert,1.2,30,Yes,0.1,Yes,Yes,100,1.2,0,1,No,2.5,4.1,2.5,Yes,No,Deep Fill,High,,,"Very nice stream with good flows an appointment gravel. Healthy riparian with evidence of beaver activity, including dam, approximately 5 m downstream of outlet which has back, watered the entire structure, including the outlet of the pipe, which is approximately 10 cm below the surface. It appears as though the crossing has been dredged with a machine recently, both upstream and downstream to deal with substrate deposition.                   ",,,,2023-08-26T15:14:21Z,,2200009
,2023-08-26,,2200012,AI,10,505028.9870691877,6083597.000694267,Tributary to McLeod lake,Highway 97,, MOTI,Closed Bottom Structure,Round Culvert,0.9,55,No,,No,No,,8,0.6,0.1,No,0,2.5,3,No,No,Deep Fill,Low,,," Small stream with extremely long pipe. In very bad shape. End of pipe is unravelling with evidence of machine work at the outlet. Grate on inlet is off of pipe. Appears there has been dredging both upstream and downstream. Large area of clear-cut land upstream.
",,,,2023-08-26T15:50:45Z,,2200012
,2023-08-26,,3702657,AI,10,512259.62264928693,6058146.6589514995,Tributary to Kerry Lake,Kerry FSR,,,Closed Bottom Structure,Round Culvert,0.7,13.5,No,,No,No,,0.5,0.3,0,No,3,1,5,No,No,Deep Fill,Low,,, Unlikely a fish stream. Dry at the time of assessment.,,,,2023-08-26T17:02:49Z,,3702657
,2023-08-26,,3702663,AI,10,511738.768841417,6059302.889599791,Tributary to Kerry Lake,Carrie FSR          ,7.1,,Closed Bottom Structure,Round Culvert,1.2,17,No,,No,No,,4,0.3,1,No,3,3.6,4,No,No,Deep Fill,Medium,,,"Nice little stream with decent flow for this time of year. Pockets of gravel throughout and healthy shrub and mixed riparian. Fish presence unknown, but seems likely due to proximity to Kerry lake with low gradients          ",,,,2023-08-26T17:14:13Z,,3702663
,2023-08-26,,3702665,AI,10,511840.7780184999,6060224.961376021,Tributary to Kerry Lake,Kerry FSR          ,,,Closed Bottom Structure,Round Culvert,1.2,20,No,,No,No,,2,1,0.7,Yes,3,3.5,3.5,No,No,Deep Fill,Low,,,Stream dry at time of survey. Appears to be a fairly large system with abundant travels present throughout. Estimated  2 to 300 m of lower gradient habitat upstream that could be useful for downstream populations in the spring.     Huge outlet drop and very large dry pool indicating pipe is undersized.,,,,2023-08-26T17:40:54Z,,3702665
,2023-08-29,,3703459,MW,10,513782.7575630987,6067300.612055983,Tributary to Altezega Creek,Firth Lake FSR,,,Closed Bottom Structure,Round Culvert,0.75,12,No,,No,No,,1.5,0,0.7,Yes,2,2.2,2,No,Yes,Deep Fill,High,,,High habitat value upstream. Many fish spotted in outlet pool. Trib to big system. Culvert old and not in great shape. Needs to be replaced.,,,,2023-08-29T08:57:52Z,MateoW,3703459
,2023-08-29,,2023082901,AI,10,513128.0047335446,6067172.552227277,Tributary to Altezega Creek,Firth Lake FSR,,,Open Bottom Structure,Bridge,15,5,No,,No,No,,,,,No,,,,No,No,,,,,Bridge over wetland drainage area. Channel dry at time of assessment. Not a mapped stream but a wetland area upstream of the highway.          ,,,,2023-08-29T08:39:05Z,newgraph_airvine,2023082901
,2023-08-30,,3702446,MW MD,10,497845.7118532117,6060884.291706075,Tributary to Weedon Lake,Davie-Weedon Lake FSR,,,Closed Bottom Structure,Round Culvert,0.6,15,No,,No,No,,2.5,0.5,0,Yes,6,0,0,No,No,Deep Fill,Low,,,"No clear defined channel. Gradient and channel width could not be determined. Dewatered stream. Small, old culvert.",,,,2023-08-30T13:07:58Z,MateoW,3702446
,2023-08-30,,3702959,MW MD,10,494175.8053731395,6055953.31617106,Tributary to Weedon Creek,Davie-Weedon Lake FSR,,,Closed Bottom Structure,Round Culvert,1.5,12,No,,No,No,,0.5,0,1,No,1,3.4,1,Yes,No,Deep Fill,Medium,,,Big beaver dam directly on inlet side. Wetland downstream.,,,,2023-08-30T14:07:02Z,MateoW,3702959
,2023-08-30,,3702445,MW MD,10,494123.58235798136,6054452.393203009,Tributary to Weedon Lake,Davie-Weedon Lake FSR,,,Closed Bottom Structure,Round Culvert,3.5,25,No,,No,No,,1,0.5,0.4,No,2.5,3.5,1.5,Yes,No,Deep Fill,Medium,,,Two culverts of equal length. Debris blockage on inlet side of both pipes. Some flow through culvert. Right culvert is caved in near inlet.,,,,2023-08-30T14:48:50Z,MateoW,3702445
,2023-08-30,,3703222,MW MD JD BD,10,516272.8204851352,6039291.472080597,Tributary to Davie Lake,Davie Lake FSR,,,Closed Bottom Structure,Round Culvert,0.6,15,No,,No,No,,2,0.6,0.4,No,3,2.3,3.5,No,No,Deep Fill,Medium,,,Big outlet drop with big outlet pool.,,,,2023-08-30T16:40:11Z,MateoW,3703222
,2023-08-30,,24743865,MW,10,513408.86210897524,6047505.913944037,Tributary to Crooked River,Davie Lake FSR,,,Open Bottom Structure,Bridge,14,3,No,,No,No,,,,,No,,,,No,No,,,,,High habitat value. Good flowing stream.,,,,2023-08-30T17:28:58Z,MateoW,24743865
,2023-08-30,,3703203,MW,10,514487.03437419486,6042440.627658703,Tributary to ,Davie Lake FSR,,,Closed Bottom Structure,Round Culvert,0.5,15,No,,No,No,,3.5,0,0,No,3,1.2,1,No,No,Deep Fill,Low,,,Dewatered channel. Very overgrown and no clear channel. Channel width and gradient estimated. ,,,,2023-08-30T17:53:54Z,MateoW,3703203
,2023-08-30,,2200301,AI JD TS BP,10,491030.2194605587,6075923.992796851,Tributary to Hammett Creek          ,9200,82.2,,Closed Bottom Structure,Round Culvert,1,26,No,,No,No,,2.5,0.55,0.6,No,4,3,1.5,No,No,Deep Fill,Medium,,,Stream dry at the time of assessment. This is a larger system during runoff with abundant gravel‘s present suitable for rainbow spawning. Old pipe located downstream of the crossing proximately 20 m. Healthy riparian mixed forest.                    ,,,,2023-08-30T13:18:06Z,newgraph_airvine,2200301
,2023-08-30,,2201739,Al,10,491670.1538946472,6075179.068152515,Tributary to Hammett Creek,Carp Lake FSR,,,Other,Ford,15,7,No,,No,No,,,,,No,,,,No,No,,,,,Ford. Deep deactivation will block all ATV access.          ,,,,2023-08-30T13:47:04Z,newgraph_airvine,2201739
,2023-08-30,,2200987,AI,10,491638.92640708113,6072900.769422632,Tributary to Hammett Creek,Davie-War FSR,,,Closed Bottom Structure,Round Culvert,1.2,22,No,,No,No,,2,0,0,Yes,4,1,5.5,No,No,Deep Fill,Low,,,"Small stream with dry, mostly vegetated channel indicating stream rarely flows. Very unlikely that fish try to access upstream of the road.          ",,,,2023-08-30T14:08:49Z,newgraph_airvine,2200987
,2023-08-30,,3702614,AI TS,10,496782.70263284544,6054762.989326426,Tributary to Weedon Lake,Davie-Weedon Lake FSR          ,,,Other,Ford,3,7,No,,No,No,,,,,No,,,,No,No,,,,, Ford. Deactivated road with ATV drive around.          ,,,,2023-08-30T15:39:47Z,newgraph_airvine,3702614
,2023-08-30,,3702455,AI,10,495632.37416325795,6051511.924688089,Tributary to Weedon Lake,David-Weedon Lake FSR,,,Closed Bottom Structure,Round Culvert,1.75,55,No,,No,No,,5,0.25,0.4,Yes,0,10,0,Yes,No,Deep Fill,Medium,,,"Large wetland areas, upstream and downstream. Culvert appears to have settled in the middle with raised inlet and outlet. Beaverdam over 1 m high located just upstream of inlet.          ",,,,2023-08-30T16:05:32Z,newgraph_airvine,3702455
,2023-08-30,,3700783,AI,10,512463.22426940437,6047486.926076123,Tributary to Crooked River,Davie Lake FSR,,,Open Bottom Structure,Bridge,13,5,No,,No,No,,,,,No,,,,No,No,,,,,,,,,2023-08-30T17:30:20Z,newgraph_airvine,3700783
,2023-08-30,,3703210,AI,10,515195.71416025405,6040682.036877665,Tributary to David Lake,David Lake FSR,116,,Closed Bottom Structure,Round Culvert,1,13,No,,No,No,,1,0,0.3,No,1.5,2.4,0.5,No,No,Deep Fill,Medium,,,"Abundant gravel downstream. Minimal flow but channel is well defined indicating it flows most the year.  Crossing modelled as just upstream a couple hundred metres does not exist, and should be entered into bcfishpass.          ",,,,2023-08-30T17:53:50Z,newgraph_airvine,3703210
,2023-08-31,,3703209,MW TS JD BP,10,518240.8892177645,6034399.266758205,Tributary to Crooked River,Davie Lake FSR,,,Closed Bottom Structure,Round Culvert,3.6,12.2,No,,No,No,,0.6,0,0,No,2,4,1.5,No,No,Deep Fill,Low,,,Three pipes. Stream is completely dewatered. No water flowing through culvert. Culvert diameter totaled between three. ,,,,2023-08-31T10:20:43Z,MateoW,3703209
,2023-08-31,,2200799,MW TS JD BP,10,499080.2703002514,6094095.3727731295,Tributary to Macleod Lake,Spur,,,Open Bottom Structure,Bridge,19.6,4,No,,No,No,,,,,No,,,,No,No,,,,,,,,,2023-08-31T14:09:51Z,MateoW,2200799
,2023-08-31,,3702919,AI MD,10,509951.7419659927,6040984.4087146465,Tributary to Crooked River,Davie-Muskeg FSR,,,Closed Bottom Structure,Round Culvert,1.75,30,No,,No,No,,4,1.1,0.65,Yes,3,4.3,2.5,No,No,Deep Fill,Medium,,,Surprisingly large drainage with good flow. Huge outlet drop and pipe is in very bad shape. Extra 3 m of culvert has been added to the downstream side and is sloping the opposite direction to draining. Large amounts of algae in the channel downstream. Massive amounts of erosion in the downstream channel indicating there are very high flows during runoff.          ,,,,2023-08-31T09:51:08Z,newgraph_airvine,3702919
